Model_Percentile,AUC,LogLoss
AutoMLP_90,0.5285412832940241,6.639621451613327
AutoNHITS_90,0.5243523393599204,6.116885626740834
AutoLSTM_90,0.5246680625441996,6.011304182440976
AutoGRU_90,0.5240985574697962,6.315230954010281
AutoMLP_95,0.5068037998194631,5.829295165913692
AutoNHITS_95,0.5029776830103356,5.411334863727418
AutoLSTM_95,0.5017915937646655,5.307965178623926
AutoGRU_95,0.5047302718826733,5.587596052462384
AutoMLP_99,0.4879207713868522,4.509123744745813
AutoNHITS_99,0.48468397237966043,4.299619322544589
AutoLSTM_99,0.4807399269634919,4.168117278440907
AutoGRU_99,0.48576629612059435,4.367458820581741
