Model_Percentile,AUC,LogLoss
SeasonalNaive_90,0.47673993034811285,12.367847612510728
AutoMLP_90,0.4678556036720876,12.074394353653556
AutoNHITS_90,0.46847739734562904,12.624360997772806
AutoLSTM_90,0.47291253562924346,11.876589119981947
AutoGRU_90,0.4737986469745229,11.87948940374801
AutoDeepAR_90,0.4720078689772376,12.865071862488557
SeasonalNaive_95,0.4684700135055554,11.954752394434257
AutoMLP_95,0.4594394500931266,11.603121956945346
AutoNHITS_95,0.4596284774283203,12.226980893733153
AutoLSTM_95,0.4655113174705057,11.425545627517213
AutoGRU_95,0.46445714434635094,11.45693811366692
AutoDeepAR_95,0.46559168666438844,12.545777764729056
SeasonalNaive_99,0.46842692798467733,11.109641230232768
AutoMLP_99,0.4586609132997229,10.699310481073397
AutoNHITS_99,0.45822814999729455,11.381697764300494
AutoLSTM_99,0.46458748012298917,10.562618041971332
AutoGRU_99,0.46226979571659943,10.606999575103591
AutoDeepAR_99,0.4660176793107307,12.033584930126207
