Model_Percentile,AUC,LogLoss
SeasonalNaive_90,0.5308272909480335,10.403415777405447
AutoMLP_90,0.5287542288605522,11.866714046519123
AutoNHITS_90,0.5279309108769409,12.034921583710238
AutoLSTM_90,0.5344891342255106,10.88170431169507
AutoGRU_90,0.5338725560402411,10.669738902868398
SeasonalNaive_95,0.573718784692963,9.839090815699183
AutoMLP_95,0.5649193116916122,11.18868606814924
AutoNHITS_95,0.5634956462421252,11.373563308500062
AutoLSTM_95,0.5704977729625617,10.219069453245156
AutoGRU_95,0.5676613097387745,9.910022721613496
SeasonalNaive_99,0.646039921158458,9.443530202049338
AutoMLP_99,0.6466562520976611,10.612389884381857
AutoNHITS_99,0.6435593416853296,10.869770148229398
AutoLSTM_99,0.6441360077621084,9.26039015489943
AutoGRU_99,0.6363952573029115,8.951147690437848
