unique_id,SeasonalNaive,AutoMLP,AutoNHITS,AutoLSTM,AutoGRU,AutoDeepAR
ID141,0.7197928827924414,0.7194262166153877,0.7238347913353159,0.7189252832478156,0.7180350377576312,0.7043732324227383
ID142,0.09168320657381958,0.07654082661445641,0.0739652844718071,0.09529479643623935,0.07822113249998912,0.0734606308945882
ID143,0.1526004743642271,0.1757411498968673,0.16903237316143016,0.17964209779825294,0.1856686049167465,0.16710026478726736
ID144,0.35878259528245143,0.38061604915237485,0.37668172426838953,0.3719838406748575,0.3746267098554467,0.346551637933805
ID145,0.13122467237367477,0.12592249029649147,0.11969988735884352,0.12241144244488422,0.11824098462827565,0.12275768167330305
ID146,0.2962056963374484,0.27017262318092733,0.21023336756390168,0.2830792984910581,0.2665515576106205,0.2794658984224124
ID147,0.3453824198941864,0.3124175536761288,0.2960371259230505,0.26127636469744686,0.286363008699155,0.317731454516695
ID148,0.5348299130532539,0.5321554062424844,0.5311174026078979,0.542055417593348,0.5335633078169549,0.5588215945054594
ID149,0.7288392574879873,0.7291885223373907,0.7169314576996713,0.7065102193912672,0.714117612725977,0.6848580309620295
ID15,0.6631274285939451,0.683923033469021,0.651433232531602,0.6822484713469311,0.6868974839123719,0.7033096489033731
ID150,0.836472410383588,0.8359643028111119,0.8411156922615772,0.8387483491456313,0.83576334130704,0.8394442905815881
ID151,0.5730227496650567,0.5784613198888382,0.5813613362366287,0.5810000520026866,0.5768887956194279,0.5652450905409767
ID152,0.31877769378006887,0.3405811569671798,0.3422236758295281,0.31775995749039393,0.31273488926553156,0.28334696927829556
ID153,0.9731199619209793,0.9724602659364331,0.9725669538343724,0.9721770883317841,0.972904425966694,0.9704813647090295
ID154,0.8249130726139905,0.8264957241654799,0.8302986061541154,0.8212461539201538,0.8284781268448992,0.8174416324948596
ID155,0.9918935275078936,0.9928599784194435,0.9930446121421806,0.9924653564522844,0.9923078161348414,0.9921623385547976
ID156,0.5728556944449454,0.5558827293127955,0.5623963002858184,0.5663137695773571,0.5632323508374686,0.551498234572658
ID157,0.4780631248416269,0.5029664772239115,0.5005695490821367,0.5008564513032243,0.491852059769353,0.4877666941397705
ID158,0.8210598334261964,0.8218149228966675,0.8211589686627869,0.8123590684914704,0.8108228610079703,0.8135732470291092
ID159,0.8821550924428672,0.8764209704610959,0.8765537711840455,0.8746634914080302,0.8731811744296051,0.8719095576113621
ID16,0.5757982602966535,0.5625033255883983,0.5760209934264257,0.5916804239533598,0.5908133068634495,0.5849939223936343
ID160,0.8041466861323029,0.8012327573964773,0.7995385221017081,0.7973509928181294,0.7980129199384282,0.8019934262042177
ID161,0.7615919953470217,0.7631458148835967,0.7534992160893644,0.7486021416637393,0.7461001758537521,0.745065321695343
ID162,0.947597960681909,0.9485286280207661,0.9483060265396235,0.9475016987622209,0.9464643015892166,0.9480145542519169
ID163,0.8215634015603617,0.8235928125858273,0.82585385474136,0.81667718961793,0.8175479316175206,0.814349547072203
ID164,0.8458323008261365,0.8393521598301602,0.8412834984773898,0.8427167772749549,0.8414479743965092,0.8397830126813033
ID165,0.5329129081876508,0.5381382971715859,0.5410075107658966,0.5417822842833111,0.5352946826988718,0.5354931769409571
ID166,0.5739032867110779,0.563560057182432,0.562922523215785,0.5661305680101351,0.5603112562799284,0.57159820563883
ID167,0.968999494153326,0.9680115492822047,0.9686026192291787,0.9679084201879594,0.9674416051241924,0.965064266402828
ID168,0.1757161005310592,0.1395745602103208,0.14598651733586174,0.14417953455496627,0.1411801915149222,0.12700469355252345
ID169,0.7457335884310012,0.7362178116037602,0.7445330285333842,0.729494505099631,0.7405383111286614,0.7272059965046697
ID17,0.5469423382527103,0.5077652967189202,0.5378815925069396,0.5345022903682309,0.5173660075997526,0.4868888330042373
ID170,0.0787528809596812,0.06646077427531782,0.06777900280593005,0.0686808078684002,0.06664941112576353,0.07144777348903446
ID171,0.508124018550337,0.5063724438643789,0.5057837856108651,0.4976484186240792,0.4935263277182596,0.4946772013397072
ID172,0.820366007224378,0.819146964521471,0.8215817599828328,0.8184556491218995,0.8187374842494745,0.8123423664842422
ID173,0.7963461152302562,0.8018002793014262,0.8017929714293016,0.7989617393182606,0.7935181487381345,0.7898992878673637
ID174,0.9165287509386367,0.917191113567743,0.9151969983875378,0.9128413141617159,0.9132819111680588,0.9093414148370692
ID175,0.9890857939377279,0.9881685655857851,0.9885131694303584,0.9880391000940011,0.9878844367494088,0.9876598847512357
ID176,0.9162678584956666,0.9192349254475617,0.9230846184882084,0.9151489526169767,0.9162880597721185,0.91335066017656
ID177,0.7811847802752224,0.7863279467177341,0.7769929124304884,0.7693919523602083,0.7722486740945739,0.7651509118274024
ID178,0.023538854683163957,0.1034237954509986,0.09902539708609231,0.07314693460505116,0.09483471356347918,0.08294171050480544
ID179,0.3996005150843152,0.37201123235568145,0.38808441796032644,0.383315345250828,0.37712695749614733,0.38172646200489974
ID18,0.39688965527828013,0.4372798797232346,0.40325423055530357,0.3936733026082204,0.3930173984996083,0.41334497909396856
ID180,0.6088104459563612,0.6048770965662797,0.598330976748078,0.6073732117735532,0.6113507025062904,0.6040736671205142
ID181,0.02655214000715964,0.01564858632293945,0.015542496917032168,0.03344518427001283,0.039755476233734814,0.027929155518616234
ID182,1.0,0.7699291721593168,0.8634791280204613,0.8664636855134633,1.0,0.920102895135437
ID183,0.2370546389598315,0.22079927485135417,0.22735897324546836,0.25027701441330413,0.24245708522066947,0.27877521306353675
ID184,0.3011937434843817,0.288717945727908,0.28896357676920237,0.30088212136275705,0.28778170774241113,0.3046191156115473
ID185,0.1893271617862403,0.15416269723903211,0.15797108747772606,0.18508608909877075,0.17307554229104052,0.20543884149637723
ID186,0.9600322899303984,0.9572804169554728,0.9573509857220629,0.9563605402234954,0.9557427504954236,0.9542169292550748
ID187,0.8324930149938679,0.8296476534405312,0.8293510428679793,0.8277303343470033,0.8253132089057593,0.8246427521853542
ID188,0.2804284313231444,0.2984774316169647,0.3117102457143727,0.29682674840707596,0.29420341461967686,0.28299169568077825
ID189,0.36461719668071485,0.3727544221496484,0.3746933195712021,0.3640032413881604,0.3665959787774992,0.3432901203937768
ID19,0.21044478098603867,0.19152446587311342,0.21632198749753026,0.18899524525312694,0.1778585820774544,0.16246929100078236
