Model_Percentile,AUC,LogLoss
AutoMLP_90,0.5183549337987609,1.2635376497435002
AutoNHITS_90,0.521213688035713,1.26665441435256
AutoLSTM_90,0.5222057154046639,1.2487252381232798
AutoGRU_90,0.5205509878602066,1.2463364782673017
AutoMLP_95,0.5617024798362826,0.8600468538010135
AutoNHITS_95,0.5641435268782687,0.8621608801805671
AutoLSTM_95,0.5642597274052673,0.8527314986465351
AutoGRU_95,0.5629748338081672,0.8459219956175263
AutoMLP_99,0.6329688234181348,0.6967159725565788
AutoNHITS_99,0.6370268439584312,0.7001998870324496
AutoLSTM_99,0.6357728240771816,0.6896268134585967
AutoGRU_99,0.6361938818475282,0.683259549251224
