Model_Percentile,AUC,LogLoss
SeasonalNaive_90,0.8166189742460929,0.5368684251778947
AutoMLP_90,0.7942277545106144,0.9424521694843697
AutoNHITS_90,0.8089567677804294,0.6476352309749308
AutoLSTM_90,0.8339406961878618,0.5385675135280158
AutoGRU_90,0.8490991015943311,0.48526249003038097
SeasonalNaive_95,0.7797613623325608,0.5730559833123574
AutoMLP_95,0.7868399350889993,0.9807164431077829
AutoNHITS_95,0.799129243236716,0.6933190407277525
AutoLSTM_95,0.8218538215695018,0.5499809125467753
AutoGRU_95,0.8457357560802569,0.4900413509123484
SeasonalNaive_99,0.7316107994641533,0.603857252985896
AutoMLP_99,0.7549045523048584,1.0865833436410424
AutoNHITS_99,0.7780936774872618,0.7087576317367487
AutoLSTM_99,0.7894744396335192,0.574350360643678
AutoGRU_99,0.8262594789847618,0.5085302424069286
