Model_Percentile,AUC,LogLoss
AutoMLP_90,0.5172403190347072,1.2760694258551972
AutoNHITS_90,0.519014801922235,1.2621571913808003
AutoLSTM_90,0.5167030383063358,1.1912430298737626
AutoGRU_90,0.5213099778048037,1.2104395770964107
AutoMLP_95,0.5604301258643981,0.866318751678371
AutoNHITS_95,0.5612142704278855,0.8669798072056951
AutoLSTM_95,0.5549804047456629,0.8065545169936469
AutoGRU_95,0.5616581731605206,0.8250857149438721
AutoMLP_99,0.6303478913548908,0.7042399315979392
AutoNHITS_99,0.6321907818859726,0.7055013485397944
AutoLSTM_99,0.6284805916777016,0.6522003452267252
AutoGRU_99,0.6289413143104721,0.6617862689255147
