loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/h,config/encoder_hidden_size,config/encoder_n_layers,config/context_size,config/decoder_hidden_size,config/learning_rate,config/max_steps,config/batch_size,config/loss,config/random_seed,config/input_size,config/inference_input_size,config/val_check_steps,config/valid_loss,logdir
0.16584423184394836,0.32916954159736633,1722446702,,False,5,808e3084,2024-07-31_18-25-02,34.25189208984375,245.8386688232422,7936,MININT-7N6VIGG,127.0.0.1,245.8386688232422,5,12,300,2,5,128,0.00897083282004983,1500,16,MQLoss(),6,24,-12,300,MQLoss(),808e3084
0.18573378026485443,0.22659166157245636,1722446827,,False,5,c72f984c,2024-07-31_18-27-07,21.58146905899048,110.3203547000885,10384,MININT-7N6VIGG,127.0.0.1,110.3203547000885,5,12,200,2,5,256,0.00013816985471750437,1500,16,MQLoss(),8,24,-12,300,MQLoss(),c72f984c
0.13893383741378784,0.22020752727985382,1722446929,,False,5,05186188,2024-07-31_18-28-49,17.343685150146484,88.01552176475525,9892,MININT-7N6VIGG,127.0.0.1,88.01552176475525,5,12,50,3,5,256,0.003765081136162844,1500,32,MQLoss(),3,24,-12,300,MQLoss(),05186188
0.16043071448802948,0.2873839735984802,1722447033,,False,5,b201b1a1,2024-07-31_18-30-33,17.40283441543579,87.0380129814148,2964,MININT-7N6VIGG,127.0.0.1,87.0380129814148,5,12,50,3,5,256,0.0003200103753333656,1500,32,MQLoss(),8,24,-12,300,MQLoss(),b201b1a1
0.1427759975194931,0.2173238843679428,1722447131,,False,5,2538c8cf,2024-07-31_18-32-11,16.74152112007141,83.31977701187134,5136,MININT-7N6VIGG,127.0.0.1,83.31977701187134,5,12,100,2,10,128,0.006625255277033844,1500,32,MQLoss(),6,24,-12,300,MQLoss(),2538c8cf
0.15037424862384796,0.22309128940105438,1722447283,,False,5,3264d50b,2024-07-31_18-34-43,27.23220419883728,138.32995462417603,11508,MININT-7N6VIGG,127.0.0.1,138.32995462417603,5,12,200,1,5,512,0.04597632779184157,1500,32,MQLoss(),6,24,-12,300,MQLoss(),3264d50b
0.13793864846229553,0.21964740753173828,1722447366,,False,5,aed33f01,2024-07-31_18-36-06,14.090313196182251,68.33531737327576,11572,MININT-7N6VIGG,127.0.0.1,68.33531737327576,5,12,50,2,10,128,0.007671721001613496,1500,32,MQLoss(),3,24,-12,300,MQLoss(),aed33f01
0.16314005851745605,0.26905184984207153,1722447442,,False,5,71befc6e,2024-07-31_18-37-22,12.669214248657227,60.97110867500305,7360,MININT-7N6VIGG,127.0.0.1,60.97110867500305,5,12,50,2,5,256,0.0004028073361049043,1500,16,MQLoss(),9,24,-12,300,MQLoss(),71befc6e
0.22354216873645782,0.23567819595336914,1722448906,,False,5,2c5bb0f0,2024-07-31_19-01-46,399.2463228702545,1450.0872991085052,10980,MININT-7N6VIGG,127.0.0.1,1450.0872991085052,5,12,300,2,5,128,0.04737688296407028,1500,32,MQLoss(),5,24,-12,300,MQLoss(),2c5bb0f0
0.16024555265903473,0.24901069700717926,1722449181,,False,5,4c959da0,2024-07-31_19-06-21,47.522296667099,213.55877494812012,6588,MININT-7N6VIGG,127.0.0.1,213.55877494812012,5,12,200,3,50,512,0.021930834198449725,1500,16,MQLoss(),5,24,-12,300,MQLoss(),4c959da0
0.14334651827812195,0.20363131165504456,1722449413,,False,5,6bba8596,2024-07-31_19-10-13,42.48874497413635,216.0734248161316,9308,MININT-7N6VIGG,127.0.0.1,216.0734248161316,5,12,300,2,10,256,0.006652080603971253,1500,16,MQLoss(),7,24,-12,300,MQLoss(),6bba8596
0.15043723583221436,0.21288961172103882,1722449467,,False,5,6b77649e,2024-07-31_19-11-07,8.602331399917603,39.93011808395386,11016,MININT-7N6VIGG,127.0.0.1,39.93011808395386,5,12,50,3,5,64,0.0014317662728239012,1500,16,MQLoss(),7,24,-12,300,MQLoss(),6b77649e
0.253803551197052,0.25161921977996826,1722449530,,False,5,632c58f1,2024-07-31_19-12-10,8.067785739898682,49.39846420288086,7860,MININT-7N6VIGG,127.0.0.1,49.39846420288086,5,12,50,2,10,64,0.00020355884524795906,1500,32,MQLoss(),5,24,-12,300,MQLoss(),632c58f1
0.2815241813659668,0.3326845169067383,1722449908,,False,5,44736bd1,2024-07-31_19-18-28,73.13508701324463,363.3051209449768,1064,MININT-7N6VIGG,127.0.0.1,363.3051209449768,5,12,300,3,10,64,0.00027801254543114963,1500,32,MQLoss(),4,24,-12,300,MQLoss(),44736bd1
0.14805422723293304,0.2136164754629135,1722450108,,False,5,33614753,2024-07-31_19-21-48,37.57614040374756,186.2201292514801,6060,MININT-7N6VIGG,127.0.0.1,186.2201292514801,5,12,300,2,50,128,0.000976021981847578,1500,16,MQLoss(),8,24,-12,300,MQLoss(),33614753
0.16795355081558228,0.28755486011505127,1722450159,,False,5,5c11048f,2024-07-31_19-22-39,7.572415828704834,34.713401556015015,3448,MININT-7N6VIGG,127.0.0.1,34.713401556015015,5,12,50,2,5,64,0.0004427942180751758,1500,16,MQLoss(),5,24,-12,300,MQLoss(),5c11048f
0.14195463061332703,0.258780300617218,1722450292,,False,5,e98556c6,2024-07-31_19-24-52,24.347994565963745,119.71333026885986,11332,MININT-7N6VIGG,127.0.0.1,119.71333026885986,5,12,100,2,50,256,0.0002957482194767739,1500,32,MQLoss(),4,24,-12,300,MQLoss(),e98556c6
0.14171822369098663,0.2555735111236572,1722450467,,False,5,3d4be525,2024-07-31_19-27-47,31.48966073989868,160.94308257102966,2488,MININT-7N6VIGG,127.0.0.1,160.94308257102966,5,12,50,3,50,512,0.0008309252644014636,1500,32,MQLoss(),9,24,-12,300,MQLoss(),3d4be525
