unique_id,AutoMLP-median,AutoNHITS-median,AutoLSTM-median,AutoGRU-median,SeasonalNaive
M535,0.03419399034051382,0.040928886241621304,0.0353404238767196,0.03577263696917297,0.04227822113935961
M536,0.043035899549396094,0.0401621640436866,0.03971875817814063,0.03819820106296261,0.06078924990086889
M537,0.03589376778615546,0.05036467039659925,0.027634481811069977,0.02794582807910405,0.028923940755142805
M538,0.025267216438065596,0.027833499730550645,0.021039443863681156,0.022207181111204375,0.031951706470351865
M539,0.03359279382815467,0.04768791279549023,0.01793187837129826,0.018825632083918607,0.03840426800373397
M54,0.04580557359205334,0.05082156121108633,0.059056683076062155,0.05832316429058246,0.09662473563766022
M540,0.10700099760643607,0.10157867780756301,0.0860101237382625,0.08784743327490308,0.13577741755292075
M541,0.12258185620652555,0.10741084261346469,0.09562873433031623,0.09726209472034542,0.146994351104326
M542,0.050175803917309754,0.06886804971742418,0.011014306719482019,0.01346872433966634,0.1575215824050466
M543,0.06296437619927646,0.07049950919151311,0.052130333441398564,0.04849525560640278,0.07525193556114797
M544,0.051413580900572624,0.0925463063193767,0.025707307523648328,0.02560774983553257,0.10085425833434235
M545,0.04216900506110174,0.06462213319826621,0.017911594132341602,0.017004109058788363,0.031735874656989134
M546,0.05121292427634019,0.04643048798692855,0.032304613084646557,0.033116378975455295,0.04339589815273465
M547,0.03179570388911556,0.028334741555171405,0.006745475877252633,0.008396082013449263,0.02992309447432108
M548,0.09173567067133048,0.1421573713224625,0.0917831612577993,0.0957177172903828,0.17847139582638372
M549,0.04493722809046862,0.0407753261886383,0.04324561725844155,0.044949669234968466,0.08286113082921873
M55,0.05575990587107537,0.06746050885633112,0.07699457185109888,0.07432352486839806,0.12535711587259574
M550,0.02678813477397607,0.02348301954325165,0.030019925642225626,0.02825200849848301,0.04454167067584249
M551,0.03334017921785556,0.044433991812248545,0.027556397135299022,0.02853023771663381,0.05581373537637907
M552,0.10740454127908462,0.11307159416465251,0.10198730018074863,0.09454728044299156,0.16882586608198613
M553,0.0926876635668789,0.09995045605399544,0.09394576153098987,0.09573255981396157,0.11348059702536223
M554,0.04669888348581433,0.05650369561525448,0.06024732064574598,0.06182366935879705,0.037530644870112616
M555,0.044323469729414006,0.052311565385282886,0.05563742546382891,0.05700342612926861,0.04221660748815687
M556,0.03510461456302439,0.02446646518404467,0.026638055018162594,0.024728726593519258,0.03163328655093322
M557,0.030332138522834968,0.02490495824754729,0.027101538264773104,0.02777316678814917,0.04855569793754246
M558,0.08061354528098696,0.042707293903590265,0.04049436918162943,0.05445575932941483,0.029660037336709816
M559,0.05278486106687694,0.032623137789264435,0.017929649291469826,0.019578275660513265,0.03385264746047508
M56,0.08633770239399374,0.0915049728095082,0.0901166045987356,0.07968617213568402,0.24798375600936137
M560,0.006513866809781224,0.010664876966426961,0.00729270714066204,0.007239930339593252,0.0644731044173955
M561,0.06196543475810538,0.07000416921154991,0.06433522556881707,0.06741693124674163,0.04904089852111259
