unique_id,SeasonalNaive,AutoMLP-median,AutoNHITS-median,AutoLSTM-median,AutoGRU-median
ID0,0.43529054105382947,0.41214039641952716,0.5241882246471911,0.3878001255280426,0.3196009665104145
ID1,0.03250674196286418,0.06422468331328017,0.08414610544649914,0.06335082242140742,0.07609483696628949
ID10,0.20088112128533328,0.33686601399593374,0.22297082914412722,0.2969270364790446,0.32373928617805603
ID100,0.986272581008265,0.9850678667980598,0.9874263317536354,0.9852888432723729,0.9846313135347847
ID101,0.9996153582708325,0.9995933133985184,0.9995954839710113,0.9996017615369998,0.999580203331675
ID102,0.9282078715848118,0.9360178808627446,0.9351132107495175,0.9337195251388818,0.93917860374821
ID103,0.7125391451161742,0.747573289878297,0.7407736715700295,0.7365480405675219,0.7360668876665376
ID104,0.4835681944651699,0.5566228250666875,0.5438050106842761,0.559242573739036,0.5647730966247071
ID105,0.906377187320047,0.892606528480686,0.898325255123754,0.8932583254119957,0.886137228824023
ID106,0.9751344750011515,0.9757646759021075,0.9838811184508065,0.9736495252720748,0.9744786350585473
ID107,0.07858910363710239,0.07282300206043602,0.056705169498527136,0.04868177460881365,0.05070242343766629
ID108,0.8956058318525736,0.9123668529382755,0.9111048808288265,0.912869977951482,0.9207008149358308
ID109,0.9372663214099746,0.9467679415545793,0.9481944147269735,0.9476272266903396,0.9525194650322085
ID11,0.981160107923726,0.984605467789512,0.9806652067430183,0.9822705243930017,0.9829381750142543
ID110,0.9979309418298719,0.9982036923822083,0.99809405003184,0.9978205715027605,0.9979009837169536
ID111,0.8515594593639615,0.8428660674589769,0.8360250035403656,0.8268998780515631,0.8318118716357282
ID112,0.9983791388552852,0.9983071845248322,0.9982483805154785,0.9982003010559116,0.9982206853566151
ID113,0.9957895430445858,0.996793194386688,0.9969880451946453,0.9967238120772484,0.9966282735616745
ID114,0.5788826639315735,0.5772294422660408,0.5515972796372964,0.6079860519459825,0.6208111002823189
ID115,0.9994634227106326,0.9994456938370183,0.9994251199559068,0.9994324481087762,0.9994059494438223
ID116,0.9897037445844066,0.9890180362278371,0.9891034531161024,0.9891181210852694,0.9891306329999554
ID117,0.9942656901929677,0.9939741325703638,0.9939650182806555,0.9939829045112547,0.9939735260278136
ID118,0.33445695830188327,0.3092247279193897,0.3121530871177364,0.30988259286053255,0.30900142685262333
ID119,0.8073880458658146,0.7971331515701348,0.7976869884641274,0.7914116577093466,0.7925168356598661
ID12,0.41393082158255445,0.38587188705742426,0.40847258677252096,0.38783499594120174,0.4026094668122993
ID120,0.633535392097891,0.6056975111895361,0.6239033348753508,0.6076623627127696,0.5871057421883771
ID121,0.8598020046987446,0.853912589675621,0.8562418080417554,0.8611554947008947,0.8576077806760692
ID122,0.9793167091261988,0.9809551212227934,0.9807304022449757,0.9805489682966939,0.9805670049393407
ID123,0.9961216213944866,0.9958241717003746,0.9958432983994667,0.9958145566054648,0.9958221419211621
ID124,0.8960872186344659,0.8894176366346556,0.8916254058281949,0.8980236775106971,0.8950483952835905
ID125,0.907205426462713,0.900195425659222,0.8963703083166384,0.902564983437262,0.8822969688511141
ID126,0.575666378904355,0.5561503343650995,0.5545780373246848,0.5628685324614207,0.5636817877739853
ID127,0.9814285723227621,0.9804912483506889,0.9806223932489284,0.9808513748277448,0.9803445802307236
ID128,0.7228617884981062,0.7442709358817003,0.7413860792104198,0.7420458135730315,0.7412401599359221
ID129,0.4267442392645324,0.37458971315279643,0.38687912996909807,0.3727037190986156,0.378211983386053
ID13,0.07653342813308764,0.09267195478262234,0.10184772349582916,0.08038901643736752,0.05591743967930883
ID130,0.40713006513286937,0.3738569028890405,0.3794018387790287,0.38560521619942656,0.3683792993442211
ID131,0.1597802713674877,0.13847576401651168,0.14064164309558402,0.1421264564398328,0.14196427525205876
ID132,0.5670860966156093,0.5853875865028815,0.5816780341820803,0.5776477730974815,0.578564655777221
ID133,0.774646510141473,0.7729432704644567,0.7752389611236805,0.7765716785241807,0.7749774097240736
ID134,0.9649057906835091,0.8927303897717324,0.7925005760491003,0.9129699882369775,0.9086881400448865
ID135,0.9534880502550938,0.9415718802284911,0.9458485538700468,0.9445113968595751,0.9429429927100379
ID136,0.8808344922000236,0.8698868130663207,0.8730225674618064,0.8732742185495351,0.8705598389986294
ID137,0.14499338758354682,0.11531084576104547,0.10924488679917363,0.09035314875555085,0.09315696087396123
ID138,0.45048141922695256,0.43221629787716453,0.43134637087350686,0.4009595386008718,0.4047685715668356
ID139,0.9442457500634864,0.9460536405471444,0.9468702318653437,0.9466601113020521,0.9499941586542534
ID14,0.9985537296268482,0.998596466255771,0.99859553060253,0.9985211909676412,0.9985057167543387
ID140,0.041859043123793176,0.06363860119704533,0.05257736925381299,0.062081429888034154,0.04868013336109102
ID141,0.03280155876986863,0.03297439177996063,0.04332886077566528,0.0432345584426902,0.027751294237229156
ID142,0.6838744264779097,0.6949329964516012,0.6979931380455913,0.6978414348027382,0.6969514080580681
ID143,0.26900193001329387,0.24446098274483957,0.23977241724934922,0.22589990987956593,0.22852911839362255
ID144,0.578437550930121,0.6146253618645223,0.5949923731119648,0.6119448932273615,0.6115618196664504
ID145,0.7768288575147759,0.786040890457487,0.7855356191397078,0.7865120558257978,0.7859106182213842
ID146,0.28287257014064615,0.3244102982241158,0.3132031741717711,0.31176944497529474,0.3220739293770384
ID147,0.055856332426497554,0.0735306395912222,0.07518649762449857,0.06754259630488245,0.06875091309159638
ID148,0.7151017666181805,0.6955198812408883,0.6966212347482565,0.6979247657896442,0.6967134638257331
ID149,0.1714872983181111,0.22103450533226765,0.21886519374620686,0.21116435663261565,0.22842771140729123
