unique_id,SeasonalNaive,AutoMLP,AutoNHITS,AutoLSTM,AutoGRU,AutoDeepAR
Q285,0.12977546142492272,0.11809343261219242,0.12873285009448496,0.0852325531917766,0.10747360398375333,0.08047720815635263
Q286,0.027073683134499486,0.0657194042825233,0.05251072766150378,0.04338923448894145,0.040079207462875834,0.04398555669527116
Q287,0.046402202934666154,0.05510231697588705,0.07939267034977295,0.037313311199444824,0.07203237216933613,0.041446638037619006
Q288,0.004731172199821534,0.0318185194449085,0.029265208449870038,0.02298328271721065,0.019070730626809113,0.03647747214487888
Q289,0.03162992824133768,0.008121824166608291,0.012903308679968695,0.004833739641861322,0.008767181931229157,0.011585471698931548
Q29,0.054860384361486506,0.01461549117942928,0.015668792416610934,0.025975062424777418,0.039980154135514846,0.02925236840434998
Q290,0.008340297072195317,0.029158057300261563,0.029721119534754172,0.02759368287095282,0.026864530497703567,0.01895004251811958
Q291,0.01700272024600657,0.014782794976079846,0.017501299617280752,0.01594166976209319,0.017712304020516715,0.015461048005460188
Q292,0.03402051630561114,0.06515098488133736,0.06589614986689406,0.058006682882967196,0.04003330607743808,0.05404809743727237
Q293,0.014323373896976571,0.01862995984701089,0.019780169840850913,0.016348398290760062,0.006747076965961824,0.034196372750178596
Q294,0.03806017343886048,0.006391382752735433,0.007698122267325136,0.0066197144559958674,0.021049420373760966,0.010562602857816466
Q295,0.013705195809691019,0.01739328081006282,0.015664044642179385,0.01721494437988991,0.00760699545683308,0.0021672969499206096
Q296,0.03760749492733156,0.009069749448262157,0.007910128882691814,0.0041240028885671165,0.009804265076108121,0.010013071906571887
Q297,0.02660475672443735,0.0042807311237978264,0.006225336985687479,0.007605804167756217,0.011369225970467467,0.013634528136753189
Q298,0.01647870905070973,0.0062758000353633075,0.006353979120940333,0.013491371634308975,0.01647871949899864,0.011167840031463639
Q299,0.007967192788920925,0.026410865819618868,0.027686038223698885,0.025154207073891675,0.025321103991551974,0.017678001443761856
Q3,0.12237294439157563,0.022355915262414143,0.031392752970522485,0.015609440477715316,0.013533958149887186,0.03348908479449757
Q30,0.18538572799080982,0.16257239014216532,0.19836016003242082,0.17711230930746294,0.18752085246448746,0.22775901845329927
Q300,0.007440495686899044,0.01944273455911609,0.02082725585484964,0.01992212194128468,0.005970955827591478,0.020148169356977063
Q301,0.010553506240906892,0.0371472522889581,0.034012718118104586,0.03363763630802347,0.027115515714102655,0.01333702325349538
Q302,0.005317707072674225,0.02131774302093914,0.02036308891676974,0.01902154444115965,0.023058589800404303,0.005709095900001696
Q303,0.016297175398971478,0.01591856720233634,0.018240676327566825,0.0176742179717494,0.007388154926591414,0.020799696085582492
Q304,0.02514451619245305,0.01725816213002804,0.01758158955769949,0.021122030918800144,0.009997170329373377,0.011440641611410191
Q305,0.004855585493826951,0.03782097119170159,0.03329233219980014,0.034217905078258296,0.025860367016805993,0.011642206536819306
