Model_Percentile,AUC,LogLoss
AutoMLP_90,0.8759475099769503,1.1974852289968687
AutoNHITS_90,0.874391669729822,1.1471174407955083
AutoLSTM_90,0.5352132270568808,0.7010152429411803
AutoGRU_90,0.8715142105488367,0.8457736821547837
AutoMLP_95,0.8649692350179643,1.137835534591974
AutoNHITS_95,0.8620671777370578,1.0880369989445804
AutoLSTM_95,0.532688642498313,0.6692547411580687
AutoGRU_95,0.8634491274144958,0.7868230143574387
AutoMLP_99,0.8193605114237835,0.8538586293690392
AutoNHITS_99,0.8181823969127758,0.8188944670375689
AutoLSTM_99,0.5305392028947231,0.632996293027108
AutoGRU_99,0.8271015013044012,0.6125313729999563
