unique_id,SeasonalNaive,AutoMLP-median,AutoNHITS-median,AutoLSTM-median,AutoGRU-median
ID0,0.1439026017340059,0.12694747605347037,0.1184171101021995,0.15731453231107992,0.15372315520221874
ID1,0.11379810184555095,0.08267192487629747,0.038484554372985494,0.07870589321762665,0.08014485479142677
ID10,0.6272916337125719,0.5317305904920733,0.588573286904197,0.6606868671307362,0.642598693790695
ID100,0.9959111748801646,0.9958358301208815,0.9958174107754368,0.9958281927176454,0.995819959685365
ID101,0.9909089779102839,0.9918898490306192,0.9931561308792701,0.9936979903622225,0.9921518166754241
ID102,0.5811945593634747,0.5919639160177644,0.5772937438419358,0.5678535288759448,0.5538728696199636
ID103,0.8842386425728525,0.8751488257305828,0.8764646061677227,0.8589991468222823,0.8900332048218131
ID104,0.4596678084735295,0.46354861028148703,0.4477599003020101,0.44604202646515856,0.4607186418304636
ID105,0.9246296083375606,0.9276697153997985,0.9239734235423268,0.9249422608023533,0.9224182962892179
ID106,0.9890522119065248,0.9886089774446556,0.9881581107189649,0.985451905682242,0.9902357218022138
ID107,0.9615809875899369,0.9633793005517063,0.9629197213145902,0.9647674547140075,0.9634203872603387
ID108,0.9838794907002123,0.9838471978614535,0.9841986759924022,0.9858886338796534,0.9858679807410344
ID109,0.9996602679801644,0.9995781141961365,0.9996004023440271,0.9996407030847179,0.999636974343613
ID11,0.959889272048005,0.9575790500327925,0.9520080916737564,0.9485079434411596,0.9570703561111423
ID110,0.9261766398009565,0.9352473285844612,0.930957692366142,0.9382349091047916,0.9361014444194233
ID111,0.6129609335638987,0.6489098979039024,0.6602015757960741,0.6877893431145469,0.6770195106395946
ID112,0.9967165248870885,0.9967412745561757,0.9966770470983164,0.9966653720108143,0.9969088892934016
ID113,0.7958953429257112,0.7936087323648725,0.7934368867202903,0.7945965158523479,0.8162051149466416
ID114,0.18194850552740885,0.14893653567549028,0.1700008186648855,0.16832483831908318,0.115116140936722
ID115,0.7819227235378555,0.7520013769814676,0.749701785803694,0.7700463745081759,0.7570853816061991
ID116,0.691662134066935,0.6858434299816177,0.6959469100749223,0.6795918159606988,0.6743907820981612
ID117,0.5286027772832668,0.5839486240790707,0.5724774771401133,0.5763850572213977,0.5650883421096594
ID118,0.8631942727920893,0.8017362065507351,0.827585891818901,0.8765130964971181,0.8722587553436467
ID119,0.9425536587281879,0.9401161137273739,0.9402119174116282,0.9417100313809342,0.9463563863903078
ID12,0.960021200420468,0.9590853931577699,0.9588721853334405,0.9555214954441809,0.9529740529039529
ID120,0.2736204661783217,0.3046422428364645,0.327156150846893,0.31617989794260953,0.34800168441356943
ID121,0.9014706099342217,0.9056782097688356,0.9048487381483231,0.9038569913265199,0.9144416469736858
ID122,0.6856827918938445,0.6679780049363538,0.676921170591915,0.6956380960941321,0.6997598671364789
ID123,0.9937165164123695,0.9940682250997451,0.9940250170447568,0.993963030390208,0.9946607703073966
ID124,0.9839824550168026,0.9848708732411103,0.9860869429170007,0.984765437014627,0.9867861210534649
ID125,0.5647844524696296,0.5276010059696193,0.5324080526856388,0.5633890324437668,0.5528414809069533
ID126,0.09540964389889967,0.08441655871574062,0.08011075158547731,0.10321125179989145,0.09384296590407477
ID127,0.11019250252215036,0.1431005760454694,0.11317682652123567,0.08820676900953693,0.08354659053463341
ID128,0.9482401234357498,0.9539848709402315,0.9551795393226757,0.9538369134714492,0.9577017082036353
ID129,0.8657541739342182,0.8588670968297961,0.8608593644386247,0.8806538241496183,0.8963911309179134
ID13,0.6602572934449492,0.6561156435373215,0.6590138844564044,0.6667279824567379,0.6956690156998827
ID130,0.5321771424539204,0.43529121737788873,0.3719587300643467,0.4706271972955809,0.45853535340559143
ID131,0.8619723255224833,0.8291231772226716,0.8371846520411395,0.8303498657458088,0.8284912939110759
ID132,0.8359594009497755,0.8686499367519372,0.8561388538775864,0.87619894344651,0.8589339357518647
ID133,0.7890060115813036,0.813341693034697,0.8013743267625583,0.8133595442584985,0.8079069799637802
ID134,0.9347071878179539,0.9422475584852839,0.9406713134137265,0.9313959773387194,0.9431714425353016
ID135,0.19602563574828402,0.27905433699824084,0.282445201482781,0.2219698709335823,0.230953911369825
ID136,0.2601934871660861,0.3627389529680982,0.32189748541833585,0.42770888925425615,0.40068371462064095
ID137,0.8249932646161957,0.8276633413674436,0.8088090916574697,0.7687539027978337,0.8127792285111837
ID138,0.4423915399312102,0.4167649741212173,0.42306791588181863,0.4154440965670719,0.4185692400174869
ID139,0.9892000421721353,0.9864261861219026,0.9874151656455878,0.9878702606345836,0.9872288151481007
ID14,0.12389106737508364,0.3964846307402548,0.32523016658373083,0.18993758667246644,0.1935139038568432
ID140,0.3137465991597658,0.37707283995393004,0.3276127145571168,0.29841144096326166,0.3033930811983469
ID141,0.9928862652453421,0.9929596822917621,0.9929930725373058,0.9934771235004435,0.9932762549996662
ID142,0.3096251468529377,0.23531628683472958,0.2433413813701568,0.13697240791151022,0.08582347085350701
ID143,0.0737384604657097,0.044566291371575965,0.04337921249046445,0.05528429703060969,0.04606785931107241
ID144,0.63289238344041,0.5467816981505383,0.5477393035608905,0.6207192595835763,0.6171584255388968
ID145,0.9565800154788645,0.9531805364703808,0.9566567715818071,0.9613352673570721,0.9599633548062649
ID146,0.9611176405309042,0.9659237092843735,0.963250771334866,0.9600448510363099,0.9622853145392751
ID147,0.8944176675706905,0.9033625294971741,0.8920054235238174,0.8998142564340599,0.8893599132028848
ID148,0.7446245495209193,0.7330389940870964,0.7133072172284903,0.7086777130972405,0.7063321207209591
ID149,0.5515243552820736,0.6474185801599084,0.5374273080122626,0.5373668828180989,0.5652188167673868
ID15,0.9771766228171526,0.9760484294976178,0.9752121365290553,0.976541327292066,0.9769173739140277
ID150,0.8813209525926312,0.8782549749580412,0.8729622779469578,0.8798262877274864,0.9249416046059605
ID151,0.7908402426510603,0.7895162306622949,0.790378940919014,0.8044990314535355,0.8012059251669911
ID152,0.995209879693553,0.9953523580351334,0.9952838791920984,0.9950697585412583,0.9948104344670835
ID153,0.9698534829442039,0.9692501363934488,0.9673525962381658,0.9678755023436373,0.9679935338550306
ID154,0.5548720157432944,0.5486710176432524,0.5318111248219319,0.5425052520359529,0.4961125664195917
ID155,0.9035148276180047,0.8976441744903626,0.8966369356832828,0.9006720373649869,0.8928896156173377
ID156,0.9443093119646336,0.9476906747443286,0.9451399944472113,0.9406963811563558,0.9387828239805603
ID157,0.9820082777638856,0.9813625592728753,0.9815016184957561,0.980958540876436,0.9817943886689616
ID158,0.9769256947608941,0.9747413660773105,0.9743882603553103,0.9746785134502809,0.9726307888103629
ID159,0.5556626351833807,0.5588582846367713,0.5545526059303963,0.5320241372814759,0.5251164261949793
ID16,0.9898238514406783,0.9889849587501182,0.9889515848113302,0.9893315921432563,0.9886458145580467
ID160,0.9466519279831056,0.9474649673686463,0.947109994713422,0.9460937592362657,0.9455303420386311
ID161,0.9939695131942198,0.993774608365242,0.9937290488464762,0.993764659464782,0.9938883019856374
ID162,0.4612236755755281,0.44775882541088424,0.44096542868863414,0.4458513336602012,0.41458850255534285
ID163,0.7039590427374706,0.706609904621783,0.7044394504715639,0.6982497742394979,0.6935057717707515
ID164,0.8197436340079499,0.8205004973219913,0.8194774693412437,0.8065499252232572,0.8098173829597658
ID165,0.9298870688399479,0.9009243829073866,0.919116387349279,0.9226167125883151,0.9167546362499136
ID166,0.6123528498791966,0.642745490148677,0.6369083365084683,0.6789211555509619,0.6359888169557176
ID167,0.11773827479999915,0.09671383913431186,0.09358510655894607,0.053947543942776906,0.07808764834594507
ID168,0.31298165430482516,0.3498659581648058,0.32868034989451955,0.4859599314144412,0.3636496063337069
ID169,0.7865972198431845,0.8406958603776701,0.8458649817348576,0.8184669086236416,0.7646981669719647
ID17,0.6391736430259028,0.7342285676331605,0.6276198479696519,0.6144948408529941,0.6659003049317788
ID170,0.33234889055149447,0.28323490556183745,0.3232979022931635,0.2806737264303501,0.3228351606043476
ID171,0.9993589106271514,0.9993208009176864,0.9993101838555054,0.9992918513496706,0.9993096483689162
ID172,0.6716194284554974,0.6702613354818793,0.6816342398009932,0.6893412702282952,0.6784082243907382
ID173,0.9577943661800207,0.9582676826531701,0.957381512949662,0.9570796582755589,0.9572824707036292
ID174,0.5555162748534245,0.6196917035888482,0.560564096388526,0.5590739663862597,0.5472597773727282
ID175,0.904875578317614,0.8862113839873517,0.8852573369602742,0.8845722195784149,0.9021158209226318
ID176,0.999471683659454,0.9996933028867495,0.9996034416846592,0.9996636240270117,0.9996559307036027
ID177,0.9956607658850133,0.9963481179830515,0.9956974830500721,0.996038034252157,0.9965307474442255
ID178,0.9969752527729657,0.9977662231393629,0.9973925947756322,0.997475137144708,0.9974882672577355
ID179,0.9769151387170445,0.9726192685001885,0.9723484452696923,0.9788044187643815,0.9746232141694029
ID18,0.864078130386028,0.8569767033424656,0.8602026586920645,0.8431670410787205,0.848970743551451
