loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/h,config/n_pool_kernel_size,config/n_freq_downsample,config/learning_rate,config/scaler_type,config/max_steps,config/batch_size,config/windows_batch_size,config/loss,config/random_seed,config/input_size,config/step_size,config/val_check_steps,config/valid_loss,logdir
0.13522379100322723,0.38951224088668823,1721867774,,False,15,959fdeb8,2024-07-25_01-36-14,49.341322898864746,833.2017979621887,20780,LAPTOP-A4UR1655,127.0.0.1,833.2017979621887,15,12,"(2, 2, 1)","(180, 60, 1)",0.0013759602799719723,robust,1500,256,1024,MQLoss(),5,24,1,100,MQLoss(),959fdeb8
0.13294939696788788,0.43190237879753113,1721868223,,False,15,9de82fe7,2024-07-25_01-43-43,29.127015352249146,434.1414110660553,5664,LAPTOP-A4UR1655,127.0.0.1,434.1414110660553,15,12,"(8, 4, 1)","(1, 1, 1)",0.0009246527512195606,robust,1500,64,512,MQLoss(),6,24,1,100,MQLoss(),9de82fe7
