Model_Percentile,AUC,LogLoss
SeasonalNaive_90,0.4749842470069313,14.74511264562362
AutoMLP_90,0.5065233973402314,10.34305679855083
AutoNHITS_90,0.4810267635061188,15.472404191986664
AutoLSTM_90,0.4943919344675488,14.777455275259054
AutoGRU_90,0.49841475143435154,11.908196799504598
AutoDeepAR_90,0.48411435014758064,14.689688419572812
SeasonalNaive_95,0.4821582300275482,14.189636469484157
AutoMLP_95,0.5093313410074773,9.566292534057679
AutoNHITS_95,0.4842397186147186,15.049526693432647
AutoLSTM_95,0.5002090712317985,14.265937828213778
AutoGRU_95,0.5045995670995671,11.04175915270365
AutoDeepAR_95,0.49069325560802834,14.27732246405878
SeasonalNaive_99,0.4683673345917429,14.139421047359356
AutoMLP_99,0.4939560040656309,8.923479179498237
AutoNHITS_99,0.468993514350709,15.052387504793003
AutoLSTM_99,0.47843461110304436,14.391120877841216
AutoGRU_99,0.4849353855089299,10.534635564224692
AutoDeepAR_99,0.4773395527806011,14.234015042799149
