Model_Percentile,AUC,LogLoss
AutoMLP_90,0.5035552018041323,6.545743248586851
AutoNHITS_90,0.48479753258382247,7.0745323488247935
AutoLSTM_90,0.4915663449739662,7.032819977166614
AutoGRU_90,0.4977581003548569,6.898049050867637
AutoMLP_95,0.5056664452971271,5.848313998725488
AutoNHITS_95,0.48940808244785516,6.322171603413464
AutoLSTM_95,0.4950899006296734,6.27706005553884
AutoGRU_95,0.4995910812672176,6.144486859213095
AutoMLP_99,0.4900234741784038,5.130900031931902
AutoNHITS_99,0.47391825177871355,5.5897632666372035
AutoLSTM_99,0.4788308891147573,5.541043449345943
AutoGRU_99,0.482185639610861,5.394416968675318
