Model_Percentile,AUC,LogLoss
AutoMLP_90,0.49997629372326413,5.625245633214377
AutoNHITS_90,0.4963529764790065,5.540423101271048
AutoLSTM_90,0.4998673280301977,5.510677582265873
AutoGRU_90,0.49812127756868424,5.643723131316286
AutoMLP_95,0.4765557731436997,4.705253084983291
AutoNHITS_95,0.47331941820130796,4.637355127064254
AutoLSTM_95,0.47565675912132604,4.6332526639865845
AutoGRU_95,0.4740913664798179,4.7057258500917465
AutoMLP_99,0.49153206274685146,2.4641922748828233
AutoNHITS_99,0.4907486586183769,2.439848936903306
AutoLSTM_99,0.49055304046501225,2.4305547743172404
AutoGRU_99,0.490205585364036,2.4493629169320488
