unique_id,SeasonalNaive,AutoMLP,AutoNHITS,AutoLSTM,AutoGRU,AutoDeepAR
m209,0.24525029021039205,0.22063195707123426,0.23523921981126295,0.22518029293317546,0.2294584446838481,0.22148224234764227
m21,0.6439773476861096,0.6505290185400356,0.6759352564649591,0.6818237793384205,0.6712725078647747,0.6375726013730193
m210,0.20201798976417976,0.19161109678440527,0.1929279261745586,0.19777339073307312,0.20057317156793494,0.20305726538549784
m211,0.5313529931946362,0.5747899188195158,0.5841364105168697,0.55858982516754,0.5310009312738647,0.5255223755854069
m212,0.8556556248792795,0.8640894714816113,0.8659591713400877,0.8706500814118946,0.8597317838368838,0.8539381268225057
m213,0.5442652394958897,0.5328611791618689,0.5570065793060934,0.5242108632748482,0.5161013287014471,0.5222520265606377
m214,0.34030727006980704,0.31234048200278824,0.31663632958857674,0.2975026503138824,0.30293058365722053,0.3059488080180702
m215,0.9782949554049286,0.976501136059587,0.9754684685135674,0.977659573649493,0.9771723364061073,0.9762154602448092
m216,0.4657237206139062,0.45028571695807,0.4231057196679047,0.44537963800904395,0.4395145447586682,0.42938124584854953
m217,0.2963739924854721,0.2815179978517364,0.2755555869048551,0.27690417969598347,0.3100085699054487,0.29142601007635066
m218,0.4287155931539941,0.43086807551031797,0.4215565319272551,0.4475308524547315,0.4591328935825736,0.400800940625563
m219,0.4747473236941147,0.4549528062573742,0.44609947519349585,0.441260577729661,0.45046176749062167,0.43927721169141604
m22,0.8049492101981331,0.8100628691683968,0.8149048410060514,0.8273970069856506,0.81231570812314,0.8222091050737489
m220,0.9466578003566369,0.9462014530059067,0.9425784400008053,0.9502340002797096,0.9473900801115159,0.9496789510610978
m221,0.9433618855977016,0.9372432228275346,0.9399612092828437,0.9369838219151668,0.939605628832187,0.9386925909390827
m222,0.3168379832643929,0.3609517865676584,0.34486052110929255,0.40762671614010904,0.40850732844893045,0.35345524376817816
m223,0.30437932935857737,0.2509499845737179,0.23925404472574807,0.2785369677658039,0.2917870027838098,0.257729467233034
m224,0.4206913139330449,0.38553898228001393,0.3847765767365883,0.39253397769497317,0.36905634512795354,0.36765918114496254
m225,0.7283311477495243,0.6646463394836847,0.594720154156919,0.6912833733258666,0.678046226263656,0.702267769474633
m226,0.24506637403009848,0.17643359886541843,0.16524704195897708,0.1818337803782849,0.19705454269174863,0.20479602879867223
m227,0.3332821775265145,0.36133661268581146,0.34243587609213194,0.4182357064880416,0.3986262992730139,0.31321033489788636
m228,0.7753186176512528,0.7599773612463085,0.7471655956243964,0.7600835166779122,0.7600293293461465,0.7365488364625065
m229,0.691717315149515,0.6508057346021736,0.6083574007472202,0.6609435323451113,0.6798549494884979,0.6875766409800671
m23,0.8832297831508078,0.8873233291338151,0.8908906003413665,0.8913018867647948,0.8823914994315433,0.8930299089727844
m230,0.8846368287380506,0.8711418437920999,0.8747943719546578,0.8564528406222606,0.877517253389811,0.8835453110468555
m231,0.23540896700135613,0.2098888593113377,0.20346056084217926,0.14174899206079086,0.17210730126025064,0.20357427958797292
m232,0.22440595717744924,0.16656694043176345,0.1620904779083648,0.3966223046784601,0.5266465636919265,0.19546986065720662
m233,0.8905176771487283,0.8842414020169227,0.8810841937778227,0.8833216224451198,0.8740510151962656,0.8843439669439478
m234,0.871141246040407,0.8585214138153736,0.8596641558486852,0.8578701891609645,0.8627669779638186,0.8618111044522311
m235,0.8336038383514759,0.8151459085279661,0.8148979895375961,0.8152970724411909,0.8063163341804085,0.8089507774079817
m236,0.7222237306282446,0.7485469202328586,0.7525829353422001,0.7540548887655895,0.7150316413586126,0.7518991517097678
m237,0.7693267708349016,0.7565099148785603,0.7587343388001558,0.7359504260325217,0.7249484948628019,0.7652625105461172
m238,0.7302732966268596,0.7204139761239731,0.7191445272663674,0.6914842508005745,0.7006684874620596,0.7071111942949896
m239,0.7355642355841603,0.7141346467497355,0.7088096847132387,0.7060132478762462,0.7232592152291929,0.7111245181201818
m24,0.21688886922131526,0.1989015522621217,0.17008896388451347,0.15881642755045186,0.1458325122863439,0.16066083161838998
m240,0.12378020318679188,0.11340937738936052,0.11502305457961005,0.13697293194368304,0.1490212586345422,0.10645907705597753
m241,0.7441072267584263,0.760137987858703,0.7600140381016612,0.7754415516343546,0.7829436872853878,0.7490725077501866
m242,0.47223388657754994,0.5130347920231907,0.5176711457855171,0.52254230855935,0.5489628111179706,0.5302319700543413
m243,0.9852346008882455,0.9849939257851696,0.9849236092164998,0.9853161766039514,0.9862893331985036,0.9847974235585183
m244,0.8919621301289707,0.882751537977538,0.8845787901228829,0.8661700010926118,0.8857984247682612,0.8901160378486374
m245,0.5792937336615265,0.5411633615493666,0.5281117181559667,0.5834144729176854,0.5873681387296426,0.5729395624709913
m246,0.21543455706521353,0.22470506079186514,0.21504634420838267,0.2372995562330956,0.22835538368272332,0.22940282891664612
m247,0.2746368114850594,0.2084738161379658,0.20822278497254035,0.23061991010034158,0.20646409035805777,0.14321386778571077
m248,0.931278467191324,0.9279241778257664,0.9296382034133379,0.9305543957292453,0.9339375574120368,0.924084552505109
m249,0.6402343051303722,0.6044532906707345,0.6061787318378072,0.605620776541209,0.6267784975016676,0.6408410355241122
m25,0.8252357286507938,0.8311772750752718,0.8309254618201712,0.8447254704039193,0.8462997655158566,0.8409605222352265
m250,0.942978086742306,0.9356457655327574,0.9368300657798918,0.9434746147548162,0.9446752177173486,0.9306035155263884
m251,0.3630776388435523,0.3765697913072328,0.372472993075092,0.3513975724879465,0.3683001252524985,0.4148287493484751
m252,0.3505616361606736,0.29415022195372503,0.2593402614840638,0.2772979755789347,0.25479075706033655,0.2625175817692152
m253,0.9861336636332166,0.984852758839883,0.982920024452925,0.9844746069090369,0.9858048949152428,0.9859854983082378
m254,0.8863292066816824,0.8743229512999938,0.8697081963607897,0.8882861987516183,0.8928644698950444,0.8156464965158743
m255,0.9848982118426747,0.9833675719925424,0.9837561930678471,0.9827257406277236,0.983540131897982,0.9807640989041362
m256,0.2521707066826859,0.24703229934316692,0.22673763809439065,0.257178928445167,0.2584081999628096,0.29471874552352617
m257,0.9018017019290595,0.8986587094188371,0.9028718250804718,0.8901796139293258,0.8793480170933948,0.8943538682908324
m258,0.8549974067964783,0.839209990110613,0.8306730451115653,0.842748562979887,0.8563980930306974,0.8666608393700445
