Model_Percentile,AUC,LogLoss
AutoMLP_90,0.5278239059146453,6.722444524875026
AutoNHITS_90,0.5259990675636815,6.400450948631729
AutoLSTM_90,0.5251883539876309,6.214413848573063
AutoGRU_90,0.524020340194238,6.260832141792366
AutoMLP_95,0.5065197760995355,5.892086509792853
AutoNHITS_95,0.5056460355551263,5.624328283099104
AutoLSTM_95,0.5041420254807198,5.510989157781215
AutoGRU_95,0.5043252865621336,5.538488503118214
AutoMLP_99,0.4882298217920299,4.559918675278461
AutoNHITS_99,0.4887805085552957,4.3882724638361355
AutoLSTM_99,0.48523419676948926,4.362970464475252
AutoGRU_99,0.484817968201654,4.343472229390699
