Model_Percentile,AUC,LogLoss
SeasonalNaive_90,0.5301657188028777,10.297487683638035
AutoMLP_90,0.5258606831530788,12.15473887599552
AutoNHITS_90,0.5258856756553281,10.539616213006259
AutoLSTM_90,0.5259473084000725,10.34610422820363
AutoGRU_90,0.5242654055635161,9.755972148251322
AutoDeepAR_90,0.5252219087360211,10.880604145679044
SeasonalNaive_95,0.5117275483505884,9.705272807602832
AutoMLP_95,0.5063392236912002,11.672168133187547
AutoNHITS_95,0.5090808651904243,9.816680172575621
AutoLSTM_95,0.5061211368130649,9.909512934874336
AutoGRU_95,0.5079365669008198,8.97815617267348
AutoDeepAR_95,0.5080648032234139,10.263758331298396
SeasonalNaive_99,0.4940130037905374,8.598880857350444
AutoMLP_99,0.4889273583588332,10.578349808216052
AutoNHITS_99,0.4923640876401107,8.56431294717104
AutoLSTM_99,0.4903181776568209,8.911618642221017
AutoGRU_99,0.4912902715704143,7.697611455848444
AutoDeepAR_99,0.49121878863708035,9.319231608375144
