Model_Percentile,AUC,LogLoss
AutoMLP_90,0.5288576235771245,6.759112148883281
AutoNHITS_90,0.4988498820724153,0.9142358474956036
AutoLSTM_90,0.523515707633389,6.324015439806308
AutoGRU_90,0.5232813643561253,6.22836575422966
AutoMLP_95,0.5067278021919511,5.927657881766894
AutoNHITS_95,0.49410732041342703,0.9459126635973942
AutoLSTM_95,0.5029037749306271,5.577860261073374
AutoGRU_95,0.5027679543234137,5.494000138583707
AutoMLP_99,0.48725708055562494,4.579551956097103
AutoNHITS_99,0.4807511164006632,0.9838233729491378
AutoLSTM_99,0.4841485439398101,4.357901936348245
AutoGRU_99,0.483764404088491,4.307162803847509
