Model_Percentile,AUC,LogLoss
SeasonalNaive_90,0.9009170608419542,0.3915143143233957
AutoMLP_90,0.9491670247205193,0.27284007906204794
AutoNHITS_90,0.9479576524651824,0.2777788438903515
AutoLSTM_90,0.9404536384286558,0.2915764757124911
AutoGRU_90,0.9451838565752083,0.28559132647236557
AutoDeepAR_90,0.9153916783921147,0.3769721256951885
SeasonalNaive_95,0.8953481090576054,0.38715870612460185
AutoMLP_95,0.9498765480477529,0.25890739444845173
AutoNHITS_95,0.9485379533959998,0.26347658855926653
AutoLSTM_95,0.9428940053266973,0.27198468197995823
AutoGRU_95,0.9478569220265273,0.2667779109314923
AutoDeepAR_95,0.9127840602992112,0.38652641212229294
SeasonalNaive_99,0.885058889817532,0.35848429672033877
AutoMLP_99,0.9480046467924501,0.23319828792166364
AutoNHITS_99,0.9464266838546513,0.2359768847457053
AutoLSTM_99,0.9429627517209415,0.24240081490000498
AutoGRU_99,0.9482623660964222,0.23765463797947411
AutoDeepAR_99,0.8990999158919964,0.41029749709342556
