Model_Percentile,AUC,LogLoss
SeasonalNaive_90,0.5048965938447276,11.641179711100417
AutoMLP_90,0.5020944703445915,9.77934726192933
AutoNHITS_90,0.5044952507385856,10.537342263441904
AutoLSTM_90,0.5028296768480967,11.13602583262285
AutoGRU_90,0.5033292762328148,11.564329772304143
AutoDeepAR_90,0.5018157136431495,8.625006308628517
SeasonalNaive_95,0.48243136957047716,10.925590736038904
AutoMLP_95,0.48085952810362265,8.84131000365468
AutoNHITS_95,0.48239900602105323,9.79548834554067
AutoLSTM_95,0.4796372368550846,10.311866342286155
AutoGRU_95,0.47924003698281914,10.93797011542772
AutoDeepAR_95,0.4811449483365493,7.42185509576141
SeasonalNaive_99,0.5012400793650794,8.39981964756487
AutoMLP_99,0.49968398353081445,6.229049940296003
AutoNHITS_99,0.5024170485878232,7.252260643160079
AutoLSTM_99,0.5015151091735599,7.669939097313625
AutoGRU_99,0.5020991690886056,8.3701730989984
AutoDeepAR_99,0.4991227457336612,4.833576486666947
